,bulk_sample_1,scRNA_sample_1
Saa3,211.6695515833544,153.75475486325732
Mup-ps22,0.9072824108874724,0.0
Tyrobp,5.048098553416397,41.2187535520377
Efr3a,72.05960497577644,27.669885735818426
Ltc4s,5.748887384932102,577.6518968799105
Slc5a2,3.2746003461543425,0.0
Gm7418,0.0,11.07161958553182
Btbd7,57.012459608455615,21.255644217452055
Gm15767,0.4424037135027036,0.0
Gm14694,0.02247498388206531,0.0
Olfr514,0.015546705334432174,0.0
Mff,49.304868329305506,46.602687951748344
Vmn1r219,0.038021689216497484,0.0
Mir1928,0.02247498388206531,0.0
AA467197,35.140350476307475,68.54133688425388
Dscaml1,261.96025587115275,134.7092918290689
Rapgef6,103.45672086389612,76.76695357076812
Tab1,17.045225727812564,26.960361942559782
C1d,27.88174252569629,30.275677956430496
Taok1,98.53482720232638,77.78685691086524
Olfr1342,0.5373740937484625,0.0
2610507B11Rik,226.21331497726783,166.33359828467727
Adssl1,7.555504522284126,0.0
Rpl30-ps9,0.015546705334432174,0.0
Mrgpra4,0.10713678910185931,0.0
Cntnap5b,7.634928197195453,0.0
Ptchd1,1.073058039257759,0.0
Ncf1,461.6848540206163,22.744092852015207
Cntn3,0.6791522755884875,0.0
Triml1,0.5356839455092965,0.0
Tmem67,21.708875372301335,2.3762169200902012
Prkra,13.095859516093885,5.872504032910367
4732463B04Rik,0.27646039954144735,0.0
Olfr1042,0.015546705334432174,0.0
Cyp4f39,17.372041911017583,1.9518174348044182
Gm14485,0.0,0.0
Haus8,12.858440211644222,12.883050492648351
Gm15642,0.0,0.0
Gm16464,1.5759584258590253,0.0
Dhfr,8.418004650998437,4.640866542600834
Ubxn11,26.8781482498353,3.9372868943468435
Ier5,349.8540805375774,48.50154711213932
Gna14,4.69356925602085,11.860730408942588
Glns-ps1,3.4959698884966635,0.0
Gm11846,0.015546705334432174,0.0
6430548M08Rik,16.433666089461244,26.42118102373569
Gm12144,0.10713678910185931,0.0
Vmn1r8,0.015546705334432174,0.0
Gm12647,0.0,0.0
Pak7,1.2667144674095479,0.0
Pnrc2,71.86558659178377,95.4506778748929
Ttc36,3.9674414932471262,126.39140510072016
Wdfy2,57.09188328336694,24.88979113484002
1700095J03Rik,3.0033780769213623,0.0
Gm4221,0.6894608506144524,0.0
Stag2,111.90041310966399,40.0808219818315
Gm13761,0.0,0.0
Pcdha3,0.015546705334432174,0.0
Nlrp14,1.2286927781930503,0.0
Fbxw16,1.6347649507184223,0.0
Tcl1b4,0.40269187604704015,0.0
Cdk2,44.99674080342862,23.19003777147206
Gm12788,0.10713678910185931,0.0
Tmod1,6.71564706304285,1.1545530955877599
Gm15904,0.23674856208578393,0.0
Helz,97.99479672378135,63.13239124514811
Itpkb,40.34659905252371,34.287561946461864
Zkscan1,43.73527775865701,88.24178576944922
Gm14698,2.341798026088412,1.9518174348044182
Krt14,215.76317956142657,71.27064915310552
Stbd1,4.479295677817131,0.0
Utp23,5.942879184265831,18.444833980642343
Ube3c,73.23439398823663,67.0832691075081
Map3k4,48.22911402826276,19.01908076502513
Rnf187,109.98854360169918,89.88215808454076
Gm15870,0.3749787618565076,0.0
Sh2d2a,5.354129900978512,0.0
Gm17251,1.9563430036149696,2.5461424668555908
Gm12065,0.015546705334432174,0.0
Gm12702,0.09851836231506028,0.0
1500009C09Rik,1.930320037663603,0.0
1700018B08Rik,0.6930088326837538,0.0
Uba2,84.22365499302074,73.44633297232811
Prss35,21.4743333075571,0.0
Gm5776,2.4538375743167995,19.68012112430856
Olfr1328,0.23843871032494984,0.0
C330011M18Rik,1.8939884966862714,0.0
Edem1,82.08091921098355,9.853415653342374
Synj1,51.81700937170879,23.361005520873903
Gm867,0.8104541968115779,0.0
Hsp90b1,1570.0981093324717,1320.7469272426817
Olfr55,0.015546705334432174,0.0
Olfr107,1.1267941193996582,0.0
Ifna2,0.08466180521979401,0.0
Gm16053,0.18149001929568837,3.9211700220686834
Gm3755,0.12961177298392462,0.0
4932438H23Rik,1.8385622683052065,0.0
Ndrg3,75.96589234589061,97.35386224683342
Zfp280b,66.06223921502801,2.0320701308043545
Gm13175,0.015546705334432174,0.0
Apol8,1.539962256063633,0.0
Pgr,11.493375067510584,0.0
Sema3d,8.687033715219343,0.0
Scaper,40.55191883275869,42.43612870775595
Kcnd2,0.6358924560635227,0.0
Hesx1,1.2770230424355127,2.1606905567019217
Zfp820,1.1076994319959248,0.0
Snord91a,0.1451584783183568,0.0
Gm15792,0.46673653121490427,0.0
